WKT,EH,TT,ÃœT,Touristen,Gesamt
"MULTIPOLYGON (((8.69706196920329 50.5820594844297,8.69807120612955 50.5822832391778,8.69882052827698 50.5818793502112,8.69856060663279 50.5812517095402,8.69755138040008 50.5810279583073,8.69680206511813 50.5814318442302,8.69706196920329 50.5820594844297)))","681291","55991","122691","178682","859973"
"MULTIPOLYGON (((8.66471842855325 50.5902734501293,8.66572750621498 50.5904974616318,8.66647697390799 50.590093877416,8.66621735705094 50.5894662847379,8.66520829006851 50.5892422767535,8.66445882926396 50.5896458579292,8.66471842855325 50.5902734501293)))","1152679","23979","77179","101158","1253837"
"MULTIPOLYGON (((8.69098851995811 50.5983813582876,8.69199794049621 50.5986051552016,8.6927474485117 50.598201435707,8.69248752911647 50.5975739223423,8.69147811927375 50.5973501289431,8.69072861813097 50.5977538453938,8.69098851995811 50.5983813582876)))","1093588","20688","55088","75776","1169364"
"MULTIPOLYGON (((8.72031945649059 50.571822358458,8.72132874512133 50.5720459302817,8.72207791599182 50.5716417893562,8.72181779138365 50.5710140796529,8.72080851345537 50.5707905113423,8.72005934943295 50.5711946492219,8.72031945649059 50.571822358458)))","22610","4710","8910","13620","36230"
"MULTIPOLYGON (((8.66002030924044 50.5966395350684,8.66102943844437 50.5968635817465,8.66177898274665 50.5964600811,8.66151939095237 50.5958325368154,8.6605102724273 50.5956084936557,8.65976073501779 50.5960119912623,8.66002030924044 50.5966395350684)))","1429537","78937","183337","262274","1691811"
"MULTIPOLYGON (((8.65059220804531 50.5671840612068,8.65160083092417 50.5674081956212,8.65235007603363 50.567004541957,8.65209069137114 50.5663767569152,8.65108207915725 50.5661526260218,8.65033284094102 50.5665562766492,8.65059220804531 50.5671840612068)))","493347","76947","104947","181894","675241"
"MULTIPOLYGON (((8.62949837904491 50.5693360620622,8.63050685137734 50.5695603651014,8.63125615667541 50.5691568859008,8.63099698273364 50.5685291066953,8.62998852105592 50.5683048071794,8.62923922266537 50.5687082833456,8.62949837904491 50.5693360620622)))","1551","0","451","451","2002"
"MULTIPOLYGON (((8.66238221578568 50.5846249344316,8.66339119179249 50.5848489670168,8.66414060304046 50.5844453574106,8.66388103139289 50.5838177182589,8.66287206606247 50.5835936891925,8.66212266170336 50.5839972957592,8.66238221578568 50.5846249344316)))","533977","25577","112977","138554","672531"
"MULTIPOLYGON (((8.699019534985 50.5779332630358,8.7000287291375 50.5781570037233,8.70077800356277 50.5777530687589,8.70051807697228 50.5771253961508,8.69950889351303 50.5769016589783,8.69875962595114 50.5773055908991,8.699019534985 50.5779332630358)))","853860","11160","179260","190420","1044280"
"MULTIPOLYGON (((8.65399341377308 50.5776315063762,8.65500221666879 50.5778556092333,8.65575156775894 50.5774520093959,8.65549210906041 50.5768243097394,8.65448331683459 50.5766002104023,8.65373397263749 50.5770038072018,8.65399341377308 50.5776315063762)))","411052","11852","46852","58704","469756"
"MULTIPOLYGON (((8.66367594166339 50.5678101588275,8.66468468610624 50.5680341878301,8.66543391481262 50.5676304408549,8.66517439219157 50.5670026679159,8.66416565842064 50.5667786424329,8.66341643659898 50.5671823863695,8.66367594166339 50.5678101588275)))","149418","12618","93018","105636","255054"
"MULTIPOLYGON (((8.73780274741826 50.5808239065045,8.73881231582537 50.5810473339304,8.73956155178317 50.5806431303951,8.7393012124957 50.5800155024827,8.73829165480275 50.5797920785675,8.73754242568323 50.580196279054,8.73780274741826 50.5808239065045)))","5933","433","1233","1666","7599"
"MULTIPOLYGON (((8.70372887793651 50.5538913213306,8.70473776557237 50.5541150339173,8.70548677403411 50.5537108811786,8.70522688800456 50.5530830188961,8.70421801105703 50.5528593098254,8.70346900945083 50.5532634595214,8.70372887793651 50.5538913213306)))","9714","3614","8314","11928","21642"
"MULTIPOLYGON (((8.69972391648291 50.5552840778295,8.700732789847 50.5555078220623,8.70148182036307 50.5551037098967,8.70122197065669 50.5544758565408,8.70021310797931 50.5542521158244,8.69946408432171 50.5546562249476,8.69972391648291 50.5552840778295)))","6481","2881","9181","12062","18543"
"MULTIPOLYGON (((8.64459672176826 50.5903640856375,8.64560562761352 50.5905882588563,8.64635513182944 50.5901848261521,8.64609572329856 50.5895572232666,8.64508682812224 50.5893330535682,8.64433733080802 50.5897364832349,8.64459672176826 50.5903640856375)))","2926","326","2226","2552","5478"
"MULTIPOLYGON (((8.66079906205158 50.5985221354974,8.66180822515015 50.5987461751452,8.66255778827443 50.5983426829634,8.66229818140754 50.5977151541741,8.6612890289888 50.5974911180445,8.66053947275719 50.5978946071862,8.66079906205158 50.5985221354974)))","1429565","51165","60865","112030","1541595"
"MULTIPOLYGON (((8.61940579518409 50.5870433056854,8.62041443608443 50.587267682671,8.62116394896259 50.5868644136037,8.62090481402281 50.5862367705849,8.6198961837774 50.5860123971226,8.61914667781695 50.5864156631558,8.61940579518409 50.5870433056854)))","304693","6293","14793","21086","325779"
"MULTIPOLYGON (((8.62459623432552 50.5796475391661,8.62560481320858 50.5798718774374,8.62635423766131 50.579468513285,8.62609507631827 50.5788408138956,8.62508650809057 50.5786164791475,8.62433709055064 50.5790198402657,8.62459623432552 50.5796475391661)))","3309","0","109","109","3418"
"MULTIPOLYGON (((8.67208801872488 50.5571343533045,8.67309668147461 50.5573583189965,8.67384578091449 50.5569544279457,8.67358621072767 50.5563265742419,8.67257755865094 50.5561026120693,8.67182846608812 50.5565065000811,8.67208801872488 50.5571343533045)))","825136","285436","286736","572172","1397308"
"MULTIPOLYGON (((8.67738542019986 50.6164481049208,8.67839498499958 50.6166720038198,8.67914471112589 50.6162685235373,8.67888486556737 50.6156411473991,8.67787531146155 50.6154172520154,8.67712559222046 50.6158207292545,8.67738542019986 50.6164481049208)))","33767","4567","5367","9934","43701"
"MULTIPOLYGON (((8.65979292250958 50.6182423443924,8.66080236195995 50.6184663840422,8.66155213855565 50.6180630492497,8.66129246880386 50.6174356778486,8.66028304003879 50.6172116417159,8.65953327034032 50.6176149734672,8.65979292250958 50.6182423443924)))","261070","13170","21670","34840","295910"
"MULTIPOLYGON (((8.65321510542583 50.57574839337,8.65422387444747 50.5759725032452,8.65497320672371 50.5755688949429,8.65471376308518 50.5749411798032,8.6537050047325 50.5747170734483,8.65295567934947 50.5751206787129,8.65321510542583 50.57574839337)))","217030","20130","29930","50060","267090"
"MULTIPOLYGON (((8.70813060243329 50.5446025167083,8.70913939387622 50.5448261976504,8.70988829504436 50.5444219414575,8.70962839791887 50.5437940073655,8.70861961716374 50.5435703299394,8.7078707228464 50.5439745830895,8.70813060243329 50.5446025167083)))","57780","90880","154680","245560","303340"
"MULTIPOLYGON (((8.62503736585991 50.5540887617522,8.62604557988129 50.5543131067341,8.62679472962882 50.5539095452405,8.62653565844762 50.5532816417978,8.62552745507405 50.5530573003405,8.62477831223398 50.5534608588014,8.62503736585991 50.5540887617522)))","73802","1302","4702","6004","79806"
"MULTIPOLYGON (((8.67219637030114 50.6238429769437,8.67320599742701 50.6240669145278,8.6739558121855 50.6236635293401,8.67369599292816 50.6230362096115,8.67268637649572 50.6228122755428,8.67193656862735 50.6232156576873,8.67219637030114 50.6238429769437)))","7847","547","1147","1694","9541"
"MULTIPOLYGON (((8.72049560450089 50.603209349743,8.72150534802126 50.6034329072367,8.72225485510558 50.603029003352,8.72199461181551 50.6024015450216,8.72098487900725 50.6021779910392,8.72023537877707 50.602581891876,8.72049560450089 50.603209349743)))","2921","0","121","121","3042"
"MULTIPOLYGON (((8.63073252983665 50.5878524296952,8.63174128002348 50.5880767153495,8.63249078170001 50.5876733675043,8.63223152627944 50.5870457370403,8.63122278675359 50.5868214549081,8.63047329198745 50.5872247997177,8.63073252983665 50.5878524296952)))","179597","3797","23297","27094","206691"
"MULTIPOLYGON (((8.64857461461484 50.6066350195096,8.64958378974204 50.6068591541207,8.65033346154287 50.606455815209,8.65007395131435 50.6058283447253,8.64906478686311 50.6056042136333,8.64831512196459 50.6060075495059,8.64857461461484 50.6066350195096)))","108255","8655","20755","29410","137665"
"MULTIPOLYGON (((8.63730724481474 50.5705024969468,8.63831580122455 50.570726736778,8.63906510530109 50.5703232078914,8.63880584606535 50.5696954422092,8.63779730031466 50.5694712059003,8.63704800314075 50.5698747317515,8.63730724481474 50.5705024969468)))","1633","133","333","466","2099"
"MULTIPOLYGON (((8.73037306538036 50.5894390548375,8.73138269457936 50.5896625385171,8.73213203624423 50.589258456049,8.73187174186531 50.5886308929496,8.73086212337931 50.5884074127811,8.73011278855934 50.5888114922009,8.73037306538036 50.5894390548375)))","69723","13623","27023","40646","110369"
"MULTIPOLYGON (((8.73311772640256 50.5695258215714,8.73412709155266 50.5697492913451,8.73487621486506 50.5693450371253,8.73461596618832 50.5687173161794,8.73360661174653 50.5684938499176,8.73285749527332 50.5688981010899,8.73311772640256 50.5695258215714)))","4309","509","2709","3218","7527"
"MULTIPOLYGON (((8.71374979061213 50.6068440411757,8.71475952881803 50.6070676514584,8.71550908698891 50.6066638257225,8.71524890009473 50.6060363927513,8.71423917259856 50.6058127859806,8.71348962128698 50.6062166086691,8.71374979061213 50.6068440411757)))","607206","7606","28506","36112","643318"
"MULTIPOLYGON (((8.66627612979077 50.5940388948766,8.66728527523176 50.5942628923181,8.66803478055798 50.5938593250289,8.6677751335552 50.5932317633388,8.6667659987955 50.5930077694151,8.66601650035743 50.5934113336637,8.66627612979077 50.5940388948766)))","156467","6767","13367","20134","176601"
"MULTIPOLYGON (((8.61428972081099 50.5591097659107,8.61529791460822 50.559334195207,8.61604713697182 50.5589307524042,8.61578815862278 50.558302883337,8.61477997546931 50.5580784575663,8.61403076002125 50.5584818973373,8.61428972081099 50.5591097659107)))","88987","2387","5287","7674","96661"
"MULTIPOLYGON (((8.63186422283121 50.5573183447698,8.63287254221521 50.5575426336234,8.63362171457942 50.5571390454601,8.63336256065618 50.5565111714772,8.63235425192449 50.5562868861473,8.63160508646387 50.5566904712767,8.63186422283121 50.5573183447698)))","234051","21851","40351","62202","296253"
"MULTIPOLYGON (((8.6744466693705 50.5451122983603,8.67545517904527 50.54533624993,8.67620414557464 50.5449322499775,8.67594459555622 50.544304301494,8.674936096552 50.5440803534441,8.67418713689579 50.544484350358,8.6744466693705 50.5451122983603)))","81746","2246","9146","11392","93138"
"MULTIPOLYGON (((8.67241995374577 50.6022411098169,8.6734292705079 50.6024650544971,8.67417885294802 50.6020615034728,8.6739191117404 50.6014340108101,8.6729098056652 50.6012100696465,8.67216023011082 50.6016136176291,8.67241995374577 50.6022411098169)))","494796","9996","31796","41792","536588"
"MULTIPOLYGON (((8.65866421276389 50.5889292088344,8.65967321894324 50.5891532695583,8.6604226829305 50.5887497205091,8.66016313384631 50.5881221137753,8.65915413834276 50.5878980565703,8.65840468124769 50.5883016025802,8.65866421276389 50.5889292088344)))","1429556","97256","226056","323312","1752868"
"MULTIPOLYGON (((8.71721015290598 50.546615349825,8.71821905121424 50.5468389569225,8.71896795770395 50.5464346479871,8.71870795904027 50.5458067349983,8.71769907142512 50.5455831314158,8.71695017178064 50.5459874373072,8.71721015290598 50.546615349825)))","166101","2501","23801","26302","192403"
"MULTIPOLYGON (((8.61739764114295 50.5666437867123,8.61840597037594 50.5668681880346,8.61915526803692 50.5664647791199,8.61889622955002 50.5658369719156,8.61788791096468 50.565612574118,8.61713862021872 50.5660159800001,8.61739764114295 50.5666437867123)))","11734","634","1734","2368","14102"
"MULTIPOLYGON (((8.65929418155376 50.559424646797,8.66030276735722 50.5596487144017,8.66105191396597 50.5592449366152,8.6607924678854 50.5586170942616,8.65978389274901 50.5583930301775,8.65903475302623 50.5587968049265,8.65929418155376 50.559424646797)))","1399","299","699","998","2397"
"MULTIPOLYGON (((8.68797937215285 50.5800453222995,8.68898850201695 50.5802691509238,8.68973781874637 50.5798653147162,8.68947799874071 50.5792376529268,8.68846887956483 50.5790138278187,8.68771956970649 50.5794176609839,8.68797937215285 50.5800453222995)))","185989","1589","3389","4978","190967"
"MULTIPOLYGON (((8.70801044694376 50.5730855409004,8.70901964825824 50.5733092112412,8.70976885468168 50.5729051721129,8.70950885293431 50.5722774656882,8.70849966231627 50.5720537988618,8.7077504627493 50.5724578349456,8.70801044694376 50.5730855409004)))","168193","12993","26293","39286","207479"
"MULTIPOLYGON (((8.64202956483828 50.6063208048263,8.64303867907493 50.606544992179,8.64378835904863 50.6061416999441,8.64352891787922 50.6055142233946,8.64251981431507 50.6052900395616,8.64177014124794 50.6056933287583,8.64202956483828 50.6063208048263)))","3831","0","231","231","4062"
"MULTIPOLYGON (((8.63566675748242 50.5598747553041,8.63667514647227 50.5600990125859,8.63742433954333 50.5596954153196,8.63716513672305 50.5590675638063,8.63615675838825 50.5588433100477,8.63540757221881 50.5592469042794,8.63566675748242 50.5598747553041)))","89761","4761","10861","15622","105383"
"MULTIPOLYGON (((8.65096707656915 50.5769591486117,8.65197584372281 50.5771832760652,8.65272519294686 50.5767796938064,8.65246576812244 50.5761519871318,8.65145701163691 50.5759278631988,8.65070766930777 50.5763314424201,8.65096707656915 50.5769591486117)))","9460","960","1560","2520","11980"
"MULTIPOLYGON (((8.6936181068451 50.6069422238655,8.69462767368466 50.6071659961011,8.69537726887556 50.6067623219423,8.69511729035439 50.6061348785929,8.6941077342142 50.6059111098714,8.69335814589595 50.6063147809853,8.6936181068451 50.6069422238655)))","9855","4255","8055","12310","22165"
"MULTIPOLYGON (((8.67851890290718 50.5682549121857,8.67952778133469 50.5684788216804,8.68027698850655 50.5680749668469,8.680017310376 50.5674472055592,8.67900844262823 50.5672232995825,8.67825924233138 50.5676271513755,8.67851890290718 50.5682549121857)))","69644","1144","14744","15888","85532"
"MULTIPOLYGON (((8.70652837175478 50.5938470693204,8.70753786017631 50.5940707430769,8.70828729182809 50.593666872708,8.7080272281969 50.5930393316281,8.70701775047743 50.5928156613851,8.70626832568719 50.5932195287084,8.70652837175478 50.5938470693204)))","223675","26475","62475","88950","312625"
"MULTIPOLYGON (((8.68511230035973 50.6107545901019,8.68612184924738 50.6109784291936,8.68687150050784 50.6105748477392,8.68661159600172 50.6099474302373,8.68560205781022 50.6097235946604,8.6848524134288 50.6101271730707,8.68511230035973 50.6107545901019)))","7453","153","2253","2406","9859"
"MULTIPOLYGON (((8.69086129562257 50.6268418318769,8.69187112654225 50.6270656180591,8.692620940307 50.6266621157916,8.69236091627382 50.6260348303876,8.6913510960582 50.6258110477186,8.69060128917181 50.6262145469404,8.69086129562257 50.6268418318769)))","19476","876","1276","2152","21628"
"MULTIPOLYGON (((8.68500246821368 50.6215554359494,8.6860121723317 50.6217792714623,8.68676193975536 50.6213757729153,8.68650199617994 50.6207484419001,8.68549230276131 50.6205246099013,8.68474254221888 50.6209281054037,8.68500246821368 50.6215554359494)))","22233","2833","3233","6066","28299"
"MULTIPOLYGON (((8.63453666148864 50.5904080999988,8.63554548134377 50.5906323540491,8.63629500374746 50.5902289970956,8.63603569938773 50.5896013891282,8.63502689019635 50.5893771385994,8.63427737470105 50.5897804925166,8.63453666148864 50.5904080999988)))","201097","4497","28597","33094","234191"
"MULTIPOLYGON (((8.62672573351385 50.5892413935252,8.62773446923293 50.589465710812,8.62848399284815 50.5890624035571,8.6282247738311 50.5884347820506,8.62721604877141 50.5882104682861,8.6264665320695 50.5886137725058,8.62672573351385 50.5892413935252)))","352106","1306","2106","3412","355518"
"MULTIPOLYGON (((8.68575099073094 50.5635882428578,8.68675986394409 50.5638120960926,8.68750900827189 50.5634081516431,8.68724927251736 50.562780357,8.68624040998625 50.5625565072825,8.68549127252776 50.5629604486909,8.68575099073094 50.5635882428578)))","14745","1445","1645","3090","17835"
"MULTIPOLYGON (((8.67204190571564 50.5924689289718,8.67305107805121 50.5926928806923,8.67380055631593 50.5922892582661,8.67354085536115 50.5916616871605,8.67253169370934 50.5914377389572,8.67178222232867 50.5918413583423,8.67204190571564 50.5924689289718)))","1429554","14854","71854","86708","1516262"
"MULTIPOLYGON (((8.68136633127181 50.5552026242277,8.68237504587121 50.5554265161083,8.68312410816771 50.5550225408698,8.68286444899432 50.5543946767908,8.68185574507213 50.5541707884287,8.68110668964621 50.5545747606271,8.68136633127181 50.5552026242277)))","125382","3782","10382","14164","139546"
"MULTIPOLYGON (((8.67963457975465 50.615237655611,8.6806441463846 50.6154615369175,8.68139385551665 50.6150580305803,8.6811339911353 50.6144306459801,8.68012443520002 50.6142067681887,8.67937473295151 50.6146102714824,8.67963457975465 50.615237655611)))","13170","470","1270","1740","14910"
"MULTIPOLYGON (((8.72608384619502 50.5702486731541,8.72709316151491 50.5704721992371,8.72784230519402 50.5700680031878,8.72758212670933 50.569440284102,8.72657282209435 50.5692167615316,8.72582368525924 50.5696209545343,8.72608384619502 50.5702486731541)))","726432","217932","318332","536264","1262696"
"MULTIPOLYGON (((8.69418119021936 50.6304257195834,8.69519110150679 50.6306494775618,8.69594094784963 50.6302459776618,8.6956808760282 50.6296187228299,8.69467097544763 50.6293949683642,8.69392113598171 50.6297984652178,8.69418119021936 50.6304257195834)))","3730","430","930","1360","5090"
"MULTIPOLYGON (((8.7239401561738 50.5606516744469,8.72494931462261 50.5608752216985,8.72569835934461 50.5604709688625,8.72543823877444 50.5598431718206,8.72442909102648 50.5596196280824,8.72368005314799 50.5600238778727,8.7239401561738 50.5606516744469)))","1675","0","175","175","1850"
"MULTIPOLYGON (((8.66516984711895 50.5470439617858,8.66617830492126 50.5472679871431,8.66692730855276 50.5468640713668,8.66666784750246 50.5462361332708,8.6656594003665 50.5460121114341,8.66491040361464 50.5464160241729,8.66516984711895 50.5470439617858)))","1012","0","112","112","1124"
"MULTIPOLYGON (((8.69385259208112 50.5676661026501,8.69486159369069 50.5678898890791,8.69561076729463 50.5674859148802,8.69535093242433 50.5668581572947,8.69434194150222 50.566634374382,8.69359277476307 50.5670383455386,8.69385259208112 50.5676661026501)))","253611","21211","52211","73422","327033"
"MULTIPOLYGON (((8.65468476383067 50.5726543751502,8.65569350084567 50.5728784744645,8.65644279736074 50.5724748316547,8.65618334996937 50.5718470925684,8.65517462362311 50.5716229967744,8.65442533399962 50.5720266365464,8.65468476383067 50.5726543751502)))","240690","49690","54690","104380","345070"
"MULTIPOLYGON (((8.65891822627451 50.5496470136745,8.65992666785718 50.5498710882297,8.66067571040918 50.549467239058,8.66041630449436 50.5488393183679,8.65940787357563 50.5486152473338,8.6586588379079 50.5490190934687,8.65891822627451 50.5496470136745)))","1842","1042","1242","2284","4126"
"MULTIPOLYGON (((8.70175666220685 50.5756898111332,8.70276584746093 50.5759135307191,8.70351509295845 50.5755095582144,8.70325514634086 50.5748818691676,8.70224597178076 50.5746581530965,8.70149673314437 50.5750621225574,8.70175666220685 50.5756898111332)))","193203","14903","27003","41906","235109"
"MULTIPOLYGON (((8.68560205781022 50.6097235946604,8.68661159600172 50.6099474302373,8.68736123532367 50.6095438372787,8.68710132957572 50.6089164117871,8.68609180208029 50.608692579725,8.68534216963684 50.6090961696397,8.68560205781022 50.6097235946604)))","31711","611","4611","5222","36933"
"MULTIPOLYGON (((8.69684604353655 50.603668876433,8.69785559078113 50.6038926240479,8.6986051450883 50.6034889008328,8.69834514528111 50.6028614330479,8.69733560873655 50.6026376889468,8.69658606129927 50.6030414091169,8.69684604353655 50.603668876433)))","1266742","4242","22142","26384","1293126"
"MULTIPOLYGON (((8.72118271536387 50.5982327541504,8.72219239284922 50.5984563081713,8.72294184531309 50.5980523613342,8.72268161343899 50.597424863524,8.72167194666459 50.5972013130147,8.72092250105344 50.597605256804,8.72118271536387 50.5982327541504)))","4156","456","1456","1912","6068"
"MULTIPOLYGON (((8.72228597266593 50.5500212898865,8.72329496359245 50.5502448547704,8.72404389745632 50.5498405336567,8.72378383355127 50.5492126507041,8.72277485332148 50.5489890893344,8.72202592630016 50.5493934074032,8.72228597266593 50.5500212898865)))","1429567","43867","176767","220634","1650201"
"MULTIPOLYGON (((8.72566982531959 50.6134714920045,8.7266797615719 50.6136950035922,8.72742936949913 50.6132911389194,8.72716903432142 50.6126637657082,8.72615910878705 50.6124402576306,8.72540950771257 50.6128441192542,8.72566982531959 50.6134714920045)))","1018","118","818","936","1954"
"MULTIPOLYGON (((8.71681431010142 50.5545112039278,8.71782331888972 50.5547348110075,8.71857231061504 50.5543305649481,8.71831228670517 50.5537027148534,8.71730328861217 50.5534791112881,8.71655430373385 50.5538833543031,8.71681431010142 50.5545112039278)))","103227","8727","25627","34354","137581"
"MULTIPOLYGON (((8.67108560068091 50.5768666762184,8.67209453951624 50.577090641984,8.67284385216907 50.5766869082362,8.67258421910512 50.5760592117629,8.67157529094833 50.5758352495155,8.67082598517709 50.5762389802232,8.67108560068091 50.5768666762184)))","273012","12812","34912","47724","320736"
"MULTIPOLYGON (((8.72792757788271 50.5945969728407,8.72893726064762 50.5948204740755,8.7296866620145 50.5944164490987,8.72942637376907 50.5937889259355,8.72841670171749 50.5935654282118,8.72766730719814 50.5939694501403,8.72792757788271 50.5945969728407)))","298543","16043","74243","90286","388829"
"MULTIPOLYGON (((8.7149267318477 50.6008364945481,8.71593639331386 50.6010600978425,8.71668588491824 50.6006562176488,8.71642570819919 50.6000287372079,8.71541605744152 50.5998051374256,8.7146665726945 50.6002090145722,8.7149267318477 50.6008364945481)))","63102","18102","19002","37104","100206"
"MULTIPOLYGON (((8.62238353709255 50.563191956535,8.62339185950867 50.5634163191928,8.62414111144062 50.563012846691,8.62388203404558 50.5623850145646,8.62287372227864 50.5621606554312,8.62212447725768 50.5625641248999,8.62238353709255 50.563191956535)))","2503","203","1103","1306","3809"
"MULTIPOLYGON (((8.63911918628452 50.5948463319579,8.6401281096978 50.5950705473789,8.64087767165289 50.5946671897844,8.64061830328856 50.5940396198062,8.63960939054279 50.5938154079059,8.63885983549393 50.5942187624632,8.63911918628452 50.5948463319579)))","604","104","504","608","1212"
"MULTIPOLYGON (((8.63776558257398 50.5871360093435,8.63877438299351 50.5873602387724,8.63952386461573 50.5869568327591,8.63926453891292 50.5863292003536,8.63825574915785 50.5861049744461,8.63750627444123 50.5865083774228,8.63776558257398 50.5871360093435)))","535626","7726","15126","22852","558478"
"MULTIPOLYGON (((8.7029187739078 50.58734772516,8.70392813747012 50.5875714306274,8.70467750586867 50.5871675379391,8.7044175038424 50.5865399428281,8.70340815097824 50.5863162408749,8.70265878944234 50.5867201305185,8.7029187739078 50.58734772516)))","778837","57737","138337","196074","974911"
"MULTIPOLYGON (((8.67083831304342 50.6161353513792,8.67184781703462 50.6163593030678,8.67259755142826 50.6159558694754,8.67233777494134 50.615328487237,8.67132828164057 50.6151045390645,8.67057855413642 50.6155079696144,8.67083831304342 50.6161353513792)))","20443","1643","1943","3586","24029"
"MULTIPOLYGON (((8.67980855683616 50.5514353652272,8.68081720373024 50.5516592711507,8.68156622844957 50.5512552789969,8.68130659940409 50.5506273839592,8.68029796318528 50.5504034815544,8.67954894533679 50.5508074706686,8.67980855683616 50.5514353652272)))","16667","567","1767","2334","19001"
"MULTIPOLYGON (((8.71877014521861 50.5503827165237,8.71977911122609 50.5506063095453,8.72052805525227 50.5502020175087,8.72026802642612 50.5495741354952,8.71925907111368 50.5493505459883,8.71851013393244 50.5497548349804,8.71877014521861 50.5503827165237)))","130183","2183","2583","4766","134949"
"MULTIPOLYGON (((8.66491934812016 50.586328243886,8.66592837053843 50.5865522553805,8.66667779556215 50.5861486396949,8.6664181912802 50.5855210155547,8.66540917954017 50.5852970075786,8.66465976140397 50.5857006202243,8.66491934812016 50.586328243886)))","1159732","58132","152232","210364","1370096"
"MULTIPOLYGON (((8.67164079792057 50.6003586177532,8.67265008078394 50.600582569471,8.67339964440559 50.6001790099841,8.67313991827815 50.5995515018211,8.67213064610081 50.5993275536201,8.671381089365 50.5997311100654,8.67164079792057 50.6003586177532)))","400592","13792","236592","250384","650976"
"MULTIPOLYGON (((8.63733907073348 50.5528336459914,8.63834737259763 50.5530578926579,8.63909648730238 50.5526542294157,8.63883729324399 50.5520263225415,8.63782900203361 50.5518020793983,8.63707989422794 50.5522057396062,8.63733907073348 50.5528336459914)))","76101","2401","6701","9102","85203"
"MULTIPOLYGON (((8.69579285137953 50.5812080789255,8.69680206511813 50.5814318442302,8.69755138040008 50.5810279583073,8.69729147507742 50.5804003101232,8.69628227203148 50.5801765483338,8.69553296361566 50.5805804312133,8.69579285137953 50.5812080789255)))","680814","77314","134614","211928","892742"
"MULTIPOLYGON (((8.68061427746246 50.6131758612709,8.68162382270314 50.6133997355472,8.68237350795737 50.6129962061995,8.68211364108856 50.6123688056191,8.68110410654247 50.6121449348579,8.68035442817072 50.6125484611621,8.68061427746246 50.6131758612709)))","127677","2877","14077","16954","144631"
"MULTIPOLYGON (((8.72517088383218 50.6321606154692,8.72618108618076 50.6323841232781,8.72693089568343 50.6319804043898,8.72667049598088 50.631353180743,8.72566030435572 50.6311296764433,8.72491050170979 50.6315333922813,8.72517088383218 50.6321606154692)))","1514","0","614","614","2128"
"MULTIPOLYGON (((8.69126042526229 50.6189545992421,8.69227014552888 50.6191783854831,8.69301987387591 50.6187748202744,8.6927598750799 50.6181474718701,8.69175016551515 50.6179236891427,8.69100044404466 50.6183272513062,8.69126042526229 50.6189545992421)))","1941","0","441","441","2382"
"MULTIPOLYGON (((8.67050733540972 50.5710374541312,8.67151618514557 50.5712614269107,8.67226543634296 50.5708576532388,8.67200583092374 50.570229909827,8.67099699186434 50.5700059405662,8.6702477475478 50.5704097111985,8.67050733540972 50.5710374541312)))","174790","29490","111690","141180","315970"
"MULTIPOLYGON (((8.66645249428807 50.607754994893,8.6674618394224 50.6079789853003,8.66821149162311 50.6075755208944,8.66795179179884 50.6069480691227,8.66694245735008 50.6067240822324,8.66619281204014 50.6071275435969,8.66645249428807 50.607754994893)))","4990","590","890","1480","6470"
"MULTIPOLYGON (((8.66341239316596 50.5472238236167,8.66442083845425 50.5474478630264,8.66516984711895 50.5470439617858,8.66491040361464 50.5464160241729,8.66390196899184 50.5461919882841,8.663152967208 50.5465958864874,8.66341239316596 50.5472238236167)))","2440","0","340","340","2780"
"MULTIPOLYGON (((8.65033346154287 50.606455815209,8.65134264922006 50.6066799357535,8.65209231599174 50.6062765822956,8.65183278818522 50.6056491113325,8.65082361118488 50.6054249943067,8.65007395131435 50.6058283447253,8.65033346154287 50.606455815209)))","151650","19350","30150","49500","201150"
