WKT,EH,TT,ÃœT,Touristen,Gesamt
"MULTIPOLYGON (((8.71734999006949 50.6309994937259,8.71836010853639 50.6312230649856,8.71910991960211 50.6308193958587,8.71884960533942 50.6301921585213,8.71783949759155 50.6299685907716,8.71708969338746 50.6303722568493,8.71734999006949 50.6309994937259)))","1963","163","563","726","2689"
"MULTIPOLYGON (((8.64889185784415 50.5918883171906,8.64990082267141 50.5921124552667,8.65065033566299 50.5917090019433,8.65039087692822 50.5910814135821,8.64938192277257 50.5908572790258,8.64863241668021 50.591260729311,8.64889185784415 50.5918883171906)))","664198","9998","98798","108796","772994"
"MULTIPOLYGON (((8.67535886758562 50.5960545764215,8.67636812022689 50.5962785000017,8.67711763107142 50.595874879954,8.67685788239222 50.5952473393679,8.67584864043756 50.5950234193043,8.67509913647561 50.5954270363103,8.67535886758562 50.5960545764215)))","1429554","58554","90954","149508","1579062"
"MULTIPOLYGON (((8.70475465707532 50.6116892022966,8.70576438814692 50.6119128829634,8.70651401440903 50.6115091614327,8.70625390273344 50.6108817622816,8.70524418236843 50.6106580851273,8.7044945629725 50.6110618036116,8.70475465707532 50.6116892022966)))","17125","14425","33125","47550","64675"
"MULTIPOLYGON (((8.74473742685284 50.590907849485,8.74574720031475 50.5911312169232,8.74649653189139 50.5907270380265,8.74623608317053 50.5900994947419,8.74522632042949 50.5898761308131,8.74447699568853 50.5902803066595,8.74473742685284 50.590907849485)))","1026","0","326","326","1352"
"MULTIPOLYGON (((8.68991877630566 50.5935849261418,8.69092811836048 50.5938087336298,8.69167757682769 50.5934049857165,8.69141768636774 50.5927774333589,8.6904083550063 50.5925536293861,8.68965890341155 50.5929573742559,8.68991877630566 50.5935849261418)))","120565","2265","5665","7930","128495"
"MULTIPOLYGON (((8.72900883598019 50.5817273576449,8.73001834209813 50.5819508554803,8.73076760353869 50.5815467246695,8.73050735201712 50.5809190990709,8.72949785660907 50.5806956047471,8.72874860201283 50.5810997325103,8.72900883598019 50.5817273576449)))","20462","3362","6562","9924","30386"
"MULTIPOLYGON (((8.63269347842821 50.5837284136072,8.63370218597138 50.5839526851733,8.63445163996716 50.5835492913047,8.63419237951159 50.5829216289057,8.63318368262921 50.5826973608616,8.63243423554173 50.5831007516945,8.63269347842821 50.5837284136072)))","1429562","178462","318362","496824","1926386"
"MULTIPOLYGON (((8.67529205880263 50.5715295047867,8.67630095675874 50.5717534388983,8.67705020474723 50.5713496331052,8.67679054790195 50.5707218962408,8.67578166062492 50.5704979656473,8.67503241951421 50.5709017684002,8.67529205880263 50.5715295047867)))","36233","8533","31333","39866","76099"
"MULTIPOLYGON (((8.64701773405712 50.6028701220115,8.64802684138223 50.6030942706767,8.64877647551948 50.6026909148293,8.64851699542914 50.6020634133554,8.64750789877808 50.6018392682096,8.64675827154344 50.6022426210184,8.64701773405712 50.6028701220115)))","270","570","670","1240","1510"
"MULTIPOLYGON (((8.73243170397392 50.5745046782471,8.73344113512378 50.5747281515009,8.73419031301271 50.5743239402153,8.7339300529113 50.5736962587236,8.73292063247094 50.5734727889815,8.73217146142263 50.5738769972195,8.73243170397392 50.5745046782471)))","587","0","487","487","1074"
"MULTIPOLYGON (((8.69865418296312 50.5504848732334,8.69966297793532 50.5507086280107,8.70041195897088 50.5503044874418,8.70015213817607 50.5496765951376,8.69914335388852 50.5494528438771,8.69839437971123 50.5498569814041,8.69865418296312 50.5504848732334)))","1763","763","1863","2626","4389"
"MULTIPOLYGON (((8.67162162861858 50.540492577908,8.67263004743605 50.5407165540376,8.67337896951911 50.5403125402063,8.67311946591074 50.5396845532834,8.67211105776096 50.5394605806741,8.67136214255199 50.5398645914675,8.67162162861858 50.540492577908)))","1429541","27641","113941","141582","1571123"
"MULTIPOLYGON (((8.65575156775894 50.5774520093959,8.65676038318888 50.577676098194,8.65750972924944 50.5772724838156,8.6572502529883 50.5766447836773,8.65624144822913 50.5764206983991,8.65549210906041 50.5768243097394,8.65575156775894 50.5774520093959)))","128718","5418","28318","33736","162454"
"MULTIPOLYGON (((8.66981706953831 50.576015003913,8.67082598517709 50.5762389802232,8.67157529094833 50.5758352495155,8.67131567419861 50.5752075455374,8.67030676923742 50.5749835727456,8.66955747034845 50.5753873004135,8.66981706953831 50.576015003913)))","622048","34348","78248","112596","734644"
"MULTIPOLYGON (((8.72734424906731 50.5887685544885,8.72835384262391 50.588992062823,8.72910318253713 50.5885879979492,8.72884292204707 50.587960427789,8.72783333920168 50.5877369229659,8.72708400613527 50.5881409847918,8.72734424906731 50.5887685544885)))","2254","0","1854","1854","4108"
"MULTIPOLYGON (((8.64465669444301 50.5550310855478,8.64566509097243 50.5552552725434,8.64641421633805 50.5548515711244,8.6461549382796 50.5542236857453,8.64514655240836 50.5539995022722,8.64439743393749 50.5544032006558,8.64465669444301 50.5550310855478)))","299791","2191","11091","13282","313073"
"MULTIPOLYGON (((8.66783401190966 50.5978041536844,8.66884322513733 50.5980281370602,8.6695927680994 50.5976245866975,8.66933309094604 50.596997056,8.66832388840157 50.5967730761416,8.6675743523274 50.5971766234634,8.66783401190966 50.5978041536844)))","43503","503","2103","2606","46109"
"MULTIPOLYGON (((8.6663251561356 50.5587056345117,8.6673337920181 50.5589296458942,8.66808291849226 50.5585258099563,8.6678234022029 50.5578979656743,8.66681477699095 50.5576739578117,8.66606565739793 50.5580777907112,8.6663251561356 50.5587056345117)))","2967","167","567","734","3701"
"MULTIPOLYGON (((8.67322192860338 50.5864612287711,8.67423102431884 50.5866851734551,8.67498043605556 50.586281496556,8.67472074519484 50.585653878014,8.67371166016196 50.5854299368475,8.67296225530732 50.5858336107056,8.67322192860338 50.5864612287711)))","1429587","243187","318387","561574","1991161"
"MULTIPOLYGON (((8.64817174574995 50.5546720281151,8.64918016734825 50.5548961870112,8.64992928267548 50.5544924565194,8.64966996951221 50.5538645701674,8.64866155857381 50.5536404147934,8.64791245013892 50.5540441422493,8.64817174574995 50.5546720281151)))","27469","1369","4369","5738","33207"
"MULTIPOLYGON (((8.72157832167952 50.5903416193453,8.72258788853716 50.5905651734374,8.72333725565963 50.5901611637002,8.72307704907367 50.5895336029183,8.72206749292474 50.5893100523382,8.72131813265317 50.5897140590281,8.72157832167952 50.5903416193453)))","200440","23240","65140","88380","288820"
"MULTIPOLYGON (((8.67115093656141 50.6013896623944,8.67216023011082 50.6016136176291,8.6729098056652 50.6012100696465,8.67265008078394 50.600582569471,8.67164079792057 50.6003586177532,8.67089122925257 50.6007621626941,8.67115093656141 50.6013896623944)))","311038","7438","20538","27976","339014"
"MULTIPOLYGON (((8.70039606537347 50.5679769487662,8.7014051276281 50.5682006824402,8.70215429290261 50.5677966615756,8.70189438906209 50.5671689100804,8.70088533749838 50.566945179922,8.70013617908439 50.5673491977433,8.70039606537347 50.5679769487662)))","1429503","285403","318303","603706","2033209"
"MULTIPOLYGON (((8.65690575009905 50.589108668553,8.65791474374296 50.5893327433403,8.65866421276389 50.5889292088344,8.65840468124769 50.5883016025802,8.6573956982787 50.588077531312,8.65664623615114 50.5884810627789,8.65690575009905 50.589108668553)))","1429575","67975","193275","261250","1690825"
"MULTIPOLYGON (((8.72294184531309 50.5980523613342,8.72395153527352 50.5982759012712,8.72470098264797 50.5978719398865,8.72444073321058 50.5972444416129,8.72343105396193 50.5970209051873,8.72268161343899 50.597424863524,8.72294184531309 50.5980523613342)))","12804","1604","3704","5308","18112"
"MULTIPOLYGON (((8.70849966231627 50.5720537988618,8.70950885293431 50.5722774656882,8.71025804742787 50.5718734150622,8.70999804444756 50.5712457006543,8.70898886452589 50.5710220373424,8.70823967688829 50.5714260849239,8.70849966231627 50.5720537988618)))","1453","153","653","806","2259"
"MULTIPOLYGON (((8.68406283873801 50.5882965766728,8.68507205411012 50.5885204334267,8.68582146627742 50.588116689227,8.68556165619743 50.5874890913159,8.68455245151404 50.5872652380781,8.68380304622204 50.5876689792354,8.68406283873801 50.5882965766728)))","41331","3731","11231","14962","56293"
"MULTIPOLYGON (((8.66414060304046 50.5844453574106,8.66514959157571 50.5846693759323,8.66589899778601 50.5842657517835,8.6656394085735 50.5836381121529,8.6646304307155 50.5834140971498,8.66388103139289 50.5838177182589,8.66414060304046 50.5844453574106)))","889319","12819","67819","80638","969957"
"MULTIPOLYGON (((8.72794545948081 50.559258158284,8.72895463214315 50.5594816738758,8.72970365476205 50.5590773804641,8.72944349787809 50.5584495745068,8.72843433591823 50.558226062428,8.72768532013994 50.5586303527935,8.72794545948081 50.559258158284)))","3698","1598","2298","3896","7594"
"MULTIPOLYGON (((8.65145701163691 50.5759278631988,8.65246576812244 50.5761519871318,8.65321510542583 50.57574839337,8.65295567934947 50.5751206787129,8.65194693353202 50.5748965583004,8.65119760312298 50.5753001490246,8.65145701163691 50.5759278631988)))","58126","13426","17826","31252","89378"
"MULTIPOLYGON (((8.61780456070601 50.5587517103194,8.61881277963496 50.5589761115306,8.61956199201036 50.558572639656,8.61930297854379 50.5579447696025,8.6182947702603 50.5577203719165,8.61754556479804 50.5581238407589,8.61780456070601 50.5587517103194)))","5265","0","265","265","5530"
"MULTIPOLYGON (((8.66774569727486 50.590945460023,8.66875481067218 50.5911694469111,8.66950428021128 50.590765845111,8.66924462946661 50.5901382594634,8.66823552675037 50.5899142760931,8.66748606409787 50.5903178748526,8.66774569727486 50.590945460023)))","217078","17478","22378","39856","256934"
"MULTIPOLYGON (((8.62369959794327 50.5885683924921,8.62470829786862 50.5887927343649,8.62545781957608 50.588389444687,8.62519863444312 50.587761816171,8.62418994517537 50.5875374778209,8.62344043038307 50.5879407644641,8.62369959794327 50.5885683924921)))","17487","1587","6487","8074","25561"
"MULTIPOLYGON (((8.70544291509094 50.6067135088329,8.70645258013655 50.6069371860191,8.70720215176621 50.6065334215249,8.70694205148558 50.6059059828909,8.70593239714535 50.6056823092175,8.70518283238049 50.6060860706654,8.70544291509094 50.6067135088329)))","293597","3397","14497","17894","311491"
"MULTIPOLYGON (((8.72167194666459 50.5972013130147,8.72268161343899 50.597424863524,8.72343105396193 50.5970209051873,8.72317082085839 50.596393399389,8.72216116479486 50.5961698523912,8.72141173112411 50.5965738076802,8.72167194666459 50.5972013130147)))","16356","1656","12656","14312","30668"
"MULTIPOLYGON (((8.70108418735296 50.5629982433991,8.70209318367111 50.5632219735627,8.7028422943818 50.5628179097518,8.70258240191538 50.5621901188205,8.701573416287 50.5619663921727,8.70082431243541 50.5623704529405,8.70108418735296 50.5629982433991)))","100661","2361","4461","6822","107483"
"MULTIPOLYGON (((8.69637338788612 50.5870367636242,8.69738269077842 50.5872605218746,8.6981320675191 50.5868566758645,8.69787213450069 50.586229074648,8.69686284230307 50.5860053199125,8.6961134724293 50.5864091628787,8.69637338788612 50.5870367636242)))","890904","155504","192504","348008","1238912"
"MULTIPOLYGON (((8.66440450744179 50.6050211507091,8.66541379545391 50.6052451587065,8.66616342193947 50.6048416888777,8.66590375352146 50.6042142140925,8.66489447619303 50.6039902096124,8.66414485659903 50.6043936764002,8.66440450744179 50.6050211507091)))","16677","1777","1877","3654","20331"
"MULTIPOLYGON (((8.72401411309823 50.6028486283272,8.72502388157191 50.6030721576498,8.72577337847565 50.6026682246681,8.72551310005412 50.6020407654121,8.72450334229427 50.6018172396004,8.72375385224227 50.6022211695337,8.72401411309823 50.6028486283272)))","429","0","429","429","858"
"MULTIPOLYGON (((8.69773388267775 50.5947476230278,8.69874330863198 50.5949713671707,8.69949276564367 50.594567569532,8.69923278983378 50.5939400307952,8.69822337457732 50.5937162901666,8.69747392443312 50.5941200847607,8.69773388267775 50.5947476230278)))","18214","1914","10214","12128","30342"
"MULTIPOLYGON (((8.62725043121308 50.5705464300063,8.62825890164222 50.5707707506182,8.62900822386054 50.5703672974602,8.62874906874059 50.5697395267244,8.62774060896539 50.569515209636,8.62699129365632 50.5699186597599,8.62725043121308 50.5705464300063)))","1849","149","249","398","2247"
"MULTIPOLYGON (((8.66380143438914 50.6168529927599,8.66481088823679 50.6170770007463,8.66556064281339 50.616673625349,8.66530093664818 50.6160462450071,8.66429149348751 50.6158222405374,8.66354174580519 50.6162256128931,8.66380143438914 50.6168529927599)))","5985","885","1485","2370","8355"
"MULTIPOLYGON (((8.70392753323393 50.5499436300557,8.70493636564184 50.5501673426425,8.7056853314827 50.5497631584603,8.7054254580612 50.549135264734,8.70441663634056 50.5489115556634,8.70366767735432 50.549315736803,8.70392753323393 50.5499436300557)))","4150","0","150","150","4300"
"MULTIPOLYGON (((8.70625204661365 50.5732658810734,8.70726123544716 50.5734895654864,8.70801044694376 50.5730855409004,8.7077504627493 50.5724578349456,8.70674128461137 50.5722341540472,8.70599207997243 50.572638175589,8.70625204661365 50.5732658810734)))","45821","3421","12121","15542","61363"
"MULTIPOLYGON (((8.63122278675359 50.5868214549081,8.63223152627944 50.5870457370403,8.63298101603536 50.586642377689,8.63272175935573 50.586014739241,8.63171303049087 50.5857904606308,8.6309635476448 50.5861938169465,8.63122278675359 50.5868214549081)))","403061","15461","42261","57722","460783"
"MULTIPOLYGON (((8.68152490887756 50.5865936291181,8.68253407785368 50.5868175069789,8.68328347626976 50.5864137688639,8.68302369883317 50.5857861559301,8.68201454054392 50.5855622815858,8.68126514900448 50.5859660166588,8.68152490887756 50.5865936291181)))","1429514","135514","315814","451328","1880842"
"MULTIPOLYGON (((8.70651401440903 50.6115091614327,8.70752375797683 50.611732828016,8.70827337916148 50.6113290919358,8.70801324991344 50.610701692319,8.70700351705307 50.6104780292481,8.70625390273344 50.6108817622816,8.70651401440903 50.6115091614327)))","8564","764","1364","2128","10692"
"MULTIPOLYGON (((8.71903889578601 50.5886393512987,8.72004841628051 50.5888629265281,8.72079776970048 50.5884589228853,8.72053759577386 50.58783134706,8.71952808598629 50.587607775343,8.71877873941854 50.5880117759389,8.71903889578601 50.5886393512987)))","575777","13077","22777","35854","611631"
"MULTIPOLYGON (((8.7040812805615 50.5990038166753,8.70509082249413 50.5992275079988,8.70584031383337 50.5988236951342,8.70558025637597 50.5981961939918,8.70457072514572 50.5979725061817,8.70382124067064 50.5983763160007,8.7040812805615 50.5990038166753)))","128839","15239","16539","31778","160617"
"MULTIPOLYGON (((8.68872110827619 50.6172522916632,8.68973078211287 50.617476099039,8.69048049670612 50.6170725399206,8.69022053058488 50.6164451764713,8.68921086744817 50.6162213726095,8.68846115973286 50.616624928683,8.68872110827619 50.6172522916632)))","1819","0","219","219","2038"
"MULTIPOLYGON (((8.72079776970048 50.5884589228853,8.72180730266878 50.5886824840343,8.72255665100258 50.5882784658458,8.72229645951717 50.5876508895555,8.72128693725665 50.5874273319186,8.72053759577386 50.58783134706,8.72079776970048 50.5884589228853)))","659672","1972","43272","45244","704916"
"MULTIPOLYGON (((8.70585483880457 50.5811585271735,8.70686413817879 50.5813822115557,8.70761343497834 50.5809782498708,8.70735342554428 50.5803506068485,8.70634413686787 50.5801269259805,8.7055948469278 50.5805308846207,8.70585483880457 50.5811585271735)))","350204","20404","39604","60008","410212"
"MULTIPOLYGON (((8.68681996558621 50.5683865676616,8.68782891721279 50.5686104103543,8.68857811104955 50.568206494318,8.68831834639025 50.5675787386306,8.68730940544771 50.567354899455,8.68656021848055 50.5677588124497,8.68681996558621 50.5683865676616)))","132817","2117","7617","9734","142551"
"MULTIPOLYGON (((8.63036047305223 50.5780792706434,8.63136907896395 50.5783035632362,8.63211847647978 50.5779001439582,8.63185926117536 50.5772724351223,8.6308506659215 50.577048146052,8.63010127531437 50.5774515622951,8.63036047305223 50.5780792706434)))","64648","4348","6948","11296","75944"
"MULTIPOLYGON (((8.65659019788863 50.6038562791795,8.6575994018462 50.6040803504856,8.65834902965905 50.6036769303766,8.65808944661795 50.6030494420015,8.65708025333966 50.6028253742137,8.6563306324233 50.6032287912828,8.65659019788863 50.6038562791795)))","89394","3994","12294","16288","105682"
"MULTIPOLYGON (((8.70094536978363 50.6091358782515,8.70195503124398 50.6093595906271,8.70270463690544 50.6089558782352,8.70244457423842 50.6083284565137,8.7014349234819 50.6081047476512,8.70068532468869 50.6085084569973,8.70094536978363 50.6091358782515)))","741297","11797","30497","42294","783591"
"MULTIPOLYGON (((8.6363591686348 50.5548967207394,8.63736749180659 50.5551209744525,8.6381166303319 50.5547173342132,8.63785743878531 50.554089443295,8.63684912626734 50.5538651931052,8.63609999464223 50.5542688303103,8.6363591686348 50.5548967207394)))","221626","5626","20526","26152","247778"
"MULTIPOLYGON (((8.6723541713347 50.5777183304741,8.67336313336648 50.5779422856943,8.67411245290024 50.5775385489062,8.67385280352144 50.5769108599383,8.67284385216907 50.5766869082362,8.67209453951624 50.577090641984,8.6723541713347 50.5777183304741)))","717028","25028","47728","72756","789784"
"MULTIPOLYGON (((8.64612622884361 50.5519362772839,8.64713459339864 50.5521604537121,8.64788368302906 50.5517567177913,8.64762440121144 50.5511288084776,8.64661604731445 50.5509046355718,8.64586696457718 50.5513083684573,8.64612622884361 50.5519362772839)))","222291","16691","30791","47482","269773"
"MULTIPOLYGON (((8.72439959465526 50.6126205970874,8.72540950771257 50.6128441192542,8.72615910878705 50.6124402576306,8.72589878995095 50.6118128768893,8.72488888761064 50.6115893582329,8.72413929338954 50.6119932168074,8.72439959465526 50.6126205970874)))","4775","0","575","575","5350"
"MULTIPOLYGON (((8.62566090778769 50.584444616864,8.62666956508306 50.5846689446458,8.62741903911401 50.5842656089418,8.6271598489367 50.5836379484908,8.6261512022987 50.5834136242317,8.62540173518078 50.583816956901,8.62566090778769 50.584444616864)))","363622","2422","6122","8544","372166"
"MULTIPOLYGON (((8.65993276677739 50.5897808683071,8.66094179616712 50.5900049184859,8.66169126704586 50.5896013663973,8.66143170164349 50.5889737671693,8.6604226829305 50.5887497205091,8.65967321894324 50.5891532695583,8.65993276677739 50.5897808683071)))","1429511","13811","119611","133422","1562933"
"MULTIPOLYGON (((8.6730442827342 50.5727408525028,8.67405317885578 50.5729648041953,8.67480244381284 50.5725610244434,8.67454280576891 50.5719332960392,8.67353392032556 50.571709347865,8.67278466224804 50.5721131245768,8.6730442827342 50.5727408525028)))","346657","23257","64457","87714","434371"
"MULTIPOLYGON (((8.64753716222208 50.5841776008779,8.64854600405456 50.5844017529743,8.6492954367303 50.5839982512413,8.64903602067514 50.5833706004495,8.64802718951124 50.5831464518734,8.64727776373408 50.5835499505689,8.64753716222208 50.5841776008779)))","453462","36562","65462","102024","555486"
"MULTIPOLYGON (((8.67542551057624 50.5430483890537,8.67643399890993 50.5432723335839,8.67718294161126 50.5428683106376,8.67692338910694 50.5422403461998,8.67591491144366 50.5420164051894,8.67516597561443 50.5424204250972,8.67542551057624 50.5430483890537)))","336","0","236","236","572"
"MULTIPOLYGON (((8.65090885001404 50.5524291803523,8.65191726282261 50.5526533181543,8.65266634930317 50.5522495501257,8.65240701608519 50.5516216473312,8.65139861393727 50.5513975130511,8.6506495343468 50.5518012780437,8.65090885001404 50.5524291803523)))","1247","147","347","494","1741"
"MULTIPOLYGON (((8.66149015926518 50.5935463523574,8.66249925643278 50.5937703884805,8.66324876494877 50.5933668533204,8.66298916940607 50.5927392850773,8.66198008291716 50.5925152524726,8.66123058129238 50.5929187845928,8.66149015926518 50.5935463523574)))","1429539","44239","133039","177278","1606817"
"MULTIPOLYGON (((8.6649442074797 50.5686619527878,8.6659529751165 50.5688859712511,8.66670221070692 50.5684822212372,8.6664426717766 50.5678544557988,8.66543391481262 50.5676304408549,8.66468468610624 50.5680341878301,8.6649442074797 50.5686619527878)))","40711","3711","37311","41022","81733"
"MULTIPOLYGON (((8.6459808465866 50.5804116216042,8.64698962066065 50.5806357877348,8.64773901569603 50.5802322690684,8.64747962975862 50.5796045873087,8.6464708663512 50.579380424699,8.64572147821468 50.5797839403282,8.6459808465866 50.5804116216042)))","1429595","188195","242495","430690","1860285"
"MULTIPOLYGON (((8.70807479018043 50.6152734477306,8.70908460157236 50.6154971001935,8.70983426037343 50.6150933810249,8.70957410091792 50.6144660124405,8.7085643002354 50.6142423634897,8.70781464829908 50.6146460796112,8.70807479018043 50.6152734477306)))","257007","13507","21507","35014","292021"
"MULTIPOLYGON (((8.62554195996551 50.5952476358423,8.62655077221245 50.5954719602071,8.6273003623484 50.5950687074523,8.62704113332219 50.5944411333681,8.62603233173577 50.5942168125254,8.62528274851514 50.5946200622448,8.62554195996551 50.5952476358423)))","10754","0","554","554","11308"
"MULTIPOLYGON (((8.63137418056946 50.5583497839114,8.63238251060579 50.5585740762886,8.63313169488067 50.5581704996277,8.63287254221521 50.5575426336234,8.63186422283121 50.5573183447698,8.63111504546049 50.5577219183969,8.63137418056946 50.5583497839114)))","2980","0","180","180","3160"
"MULTIPOLYGON (((8.67729613958465 50.6095910123606,8.678305604485 50.6098149148036,8.67905525715287 50.6094113830809,8.67879543803658 50.6087839519581,8.67778598382795 50.6085600530308,8.67703633804403 50.6089635817106,8.67729613958465 50.6095910123606)))","1308","108","408","516","1824"
"MULTIPOLYGON (((8.67767231989466 50.5418363117569,8.67868081005773 50.5420602387131,8.67942973580245 50.5416561897349,8.67917016451385 50.5410282168394,8.67816168502202 50.5408042934028,8.67741276614767 50.5412083393422,8.67767231989466 50.5418363117569)))","2540","340","540","880","3420"
"MULTIPOLYGON (((8.63468671616371 50.5619375873721,8.63569512646381 50.5621618517001,8.63644434335955 50.5617582774387,8.63618514305269 50.5611304418839,8.63517674340773 50.5609061810791,8.63442753341464 50.5613097523059,8.63468671616371 50.5619375873721)))","6400","0","300","300","6700"
"MULTIPOLYGON (((8.72101695852815 50.5491698319647,8.72202592630016 50.5493934074032,8.72277485332148 50.5489890893344,8.72251480572773 50.5483611988719,8.72150584865154 50.5481376269478,8.72075692847342 50.5485419419719,8.72101695852815 50.5491698319647)))","505209","5209","26209","31418","536627"
"MULTIPOLYGON (((8.63419667574988 50.5629689741829,8.6352050967052 50.563193242034,8.63595432551371 50.5627896792752,8.63569512646381 50.5621618517001,8.63468671616371 50.5619375873721,8.6339374942584 50.5623411470963,8.63419667574988 50.5629689741829)))","1076","0","176","176","1252"
"MULTIPOLYGON (((8.70495341986011 50.6077446889566,8.7059630956112 50.6079683696556,8.70671267918204 50.6075646166637,8.70645258013655 50.6069371860191,8.70544291509094 50.6067135088329,8.70469333838541 50.6071172587786,8.70495341986011 50.6077446889566)))","318181","2281","6681","8962","327143"
"MULTIPOLYGON (((8.70132761100308 50.6189064766509,8.70233741702253 50.6191301819055,8.70308712688936 50.6187265408987,8.70282702386695 50.6180991976838,8.70181722855455 50.6178754959417,8.70106752555763 50.618279133902,8.70132761100308 50.6189064766509)))","2235","0","835","835","3070"
"MULTIPOLYGON (((8.66307306867462 50.5796481368919,8.66408197877412 50.5798721659453,8.66483133543543 50.5794685133677,8.66457177510989 50.578840834776,8.66356287568562 50.5786168092416,8.66281352591175 50.5790204587799,8.66307306867462 50.5796481368919)))","1131207","160707","318307","479014","1610221"
"MULTIPOLYGON (((8.63901106226936 50.545791763959,8.64001927702095 50.546016000007,8.64076831337441 50.5456122707948,8.64050912807979 50.5449843085689,8.6395009239807 50.5447600760446,8.63875189452384 50.5451638022226,8.63901106226936 50.545791763959)))","2069","269","369","638","2707"
"MULTIPOLYGON (((8.6648695916887 50.6216478481998,8.66587912405614 50.6218718456199,8.66662892823402 50.6214684986604,8.66636919315 50.6208411573229,8.66535967147157 50.6206171634191,8.66460987418825 50.6210205073366,8.6648695916887 50.6216478481998)))","1959","0","759","759","2718"
"MULTIPOLYGON (((8.62108025034391 50.5800055051555,8.6220888040936 50.5802298715285,8.62283823855198 50.5798265364562,8.62257911234558 50.5791988380449,8.62157056924951 50.5789744751955,8.62082114170634 50.5793778072339,8.62108025034391 50.5800055051555)))","13462","162","262","424","13886"
"MULTIPOLYGON (((8.67464692074648 50.5411644817119,8.6756553752386 50.541388433256,8.67640429915477 50.5409844018516,8.67614476170666 50.5403564219415,8.67513631788401 50.5401324739173,8.67438740084008 50.5405365022834,8.67464692074648 50.5411644817119)))","77923","2823","4423","7246","85169"
"MULTIPOLYGON (((8.72712848683217 50.6280367423795,8.7281386462875 50.6282602361517,8.72888840797864 50.6278564712503,8.72862800335998 50.627229215627,8.72761785462783 50.627005725364,8.72686809979131 50.6274094872151,8.72712848683217 50.6280367423795)))","719","0","219","219","938"
"MULTIPOLYGON (((8.710628090951 50.5993145098109,8.71163769354787 50.5995381483266,8.71238717651747 50.5991342887742,8.71212705003049 50.5985067937528,8.71111745813947 50.5982831587498,8.71036798202974 50.5986870152557,8.710628090951 50.5993145098109)))","64676","3376","10476","13852","78528"
"MULTIPOLYGON (((8.64526241304973 50.5431897132823,8.6462706440987 50.5434139001476,8.64701964159385 50.543010104333,8.64676040114812 50.542382124688,8.64575218075406 50.5421579413458,8.64500319015093 50.5425617341256,8.64526241304973 50.5431897132823)))","14691","391","1291","1682","16373"
"MULTIPOLYGON (((8.62983654220659 50.596772443204,8.63084541348061 50.5969967324411,8.63159501243462 50.5965934590713,8.63133573320199 50.5959658995005,8.63032687259125 50.5957416137849,8.62957728054996 50.5961448841187,8.62983654220659 50.596772443204)))","215154","6254","13054","19308","234462"
"MULTIPOLYGON (((8.69559365660116 50.5851539458881,8.69660292560838 50.5853777111816,8.69735228355017 50.5849738567151,8.69709236561782 50.5843462399989,8.69608310730429 50.5841224782205,8.69533375622956 50.5845263296433,8.69559365660116 50.5851539458881)))","835490","14290","52790","67080","902570"
"MULTIPOLYGON (((8.68163522164117 50.5757876392396,8.68264423555169 50.5760115206175,8.68339351791902 50.5756076996198,8.68313377950151 50.5749800002856,8.68212477627462 50.5747561224248,8.68137550078172 50.5751599403812,8.68163522164117 50.5757876392396)))","365036","9936","50136","60072","425108"
"MULTIPOLYGON (((8.72557578398925 50.6066132724741,8.72658562027169 50.6068367876664,8.72733515476586 50.6064328715877,8.72707484612623 50.6058054433656,8.72606502055953 50.6055819316838,8.72531549291685 50.6059858447137,8.72557578398925 50.6066132724741)))","379","0","179","179","558"
"MULTIPOLYGON (((8.73145380749849 50.5765683983378,8.73246326006746 50.5767918786149,8.73321246182698 50.5763876903212,8.73295220417596 50.5757600247981,8.7319427623166 50.5755365480327,8.73119356739874 50.5759407332787,8.73145380749849 50.5765683983378)))","250","0","250","250","500"
"MULTIPOLYGON (((8.64543450605094 50.5569147092837,8.64644293643402 50.5571388892742,8.64719208060642 50.5567351963206,8.64693278750132 50.5561073264122,8.64592436777744 50.5558831499439,8.64517523049963 50.5562868398619,8.64543450605094 50.5569147092837)))","97767","5467","6867","12334","110101"
