WKT,EH,TT,ÃœT,Touristen,Gesamt
"MULTIPOLYGON (((8.66937483030798 50.541704549766,8.67038324728704 50.5419285434682,8.67113218631981 50.5415245556686,8.67087270149782 50.5408965772046,8.66986429518568 50.540672587023,8.66911536302869 50.5410765717849,8.66937483030798 50.541704549766)))","7447","147","447","594","8041"
"MULTIPOLYGON (((8.68734202860918 50.6272011781411,8.68835183449268 50.6274249924908,8.68910165838885 50.6270215193266,8.68884166952088 50.626394234858,8.68783187433973 50.6261704240219,8.68708205732432 50.6265738941408,8.68734202860918 50.6272011781411)))","40361","1261","8461","9722","50083"
"MULTIPOLYGON (((8.65001579470987 50.561354290862,8.65102432853696 50.5615784322562,8.65177351219619 50.5611747386593,8.651514155136 50.5605469067047,8.65050563197179 50.5603227688319,8.64975645520501 50.5607264593924,8.65001579470987 50.561354290862)))","437367","4467","24167","28634","466001"
"MULTIPOLYGON (((8.71168641037753 50.6217704733427,8.71269634672674 50.6219940940394,8.71344606882082 50.6215903971897,8.71318584770219 50.6209630826914,8.7121759220662 50.620739465506,8.71142620683576 50.6211431593076,8.71168641037753 50.6217704733427)))","7936","1036","1436","2472","10408"
"MULTIPOLYGON (((8.67313309692975 50.5796013649665,8.67414209283841 50.5798253131584,8.6748914311781 50.5794215848312,8.67463176672846 50.5787939113528,8.67362278150021 50.5785699666788,8.67287345004131 50.5789736919655,8.67313309692975 50.5796013649665)))","1429542","125342","318342","443684","1873226"
"MULTIPOLYGON (((8.71701224256823 50.5505633869322,8.71802119611351 50.5507869940219,8.71877014521861 50.5503827165237,8.71851013393244 50.5497548349804,8.71750119108137 50.5495312314055,8.71675224882237 50.5499355058593,8.71701224256823 50.5505633869322)))","13474","374","1674","2048","15522"
"MULTIPOLYGON (((8.71405338466593 50.5920946431322,8.71506291232333 50.5923182570592,8.71581231172309 50.5919143170056,8.7155521766093 50.5912867660716,8.71454265965725 50.5910631556573,8.71379326711372 50.5914670926644,8.71405338466593 50.5920946431322)))","303603","39403","135403","174806","478409"
"MULTIPOLYGON (((8.62545781957608 50.588389444687,8.6264665320695 50.5886137725058,8.62721604877141 50.5882104682861,8.62695684606605 50.5875828392826,8.62594814423105 50.5873585149863,8.62519863444312 50.587761816171,8.62545781957608 50.588389444687)))","181670","2270","7570","9840","191510"
"MULTIPOLYGON (((8.68609180208029 50.608692579725,8.68710132957572 50.6089164117871,8.68785095695938 50.6085128073244,8.68759104996975 50.6078853738436,8.68658153317035 50.6076615452962,8.68583191266465 50.608065146715,8.68609180208029 50.608692579725)))","2095","0","295","295","2390"
"MULTIPOLYGON (((8.68016647872969 50.5788820727807,8.68117552469151 50.5791059647102,8.68192484283818 50.5787021782142,8.68166510814717 50.5780745028302,8.68065607286917 50.5778506144179,8.6799067615985 50.5782543978725,8.68016647872969 50.5788820727807)))","1429575","160175","318375","478550","1908125"
"MULTIPOLYGON (((8.66667779556215 50.5861486396949,8.66768683050696 50.5863726371246,8.66843625049059 50.5859690068959,8.66817662864324 50.5853413822776,8.66716760437751 50.585117388366,8.6664181912802 50.5855210155547,8.66667779556215 50.5861486396949)))","1230033","109333","193233","302566","1532599"
"MULTIPOLYGON (((8.72257724443847 50.5529370634969,8.72358627991497 50.5531606248535,8.72433524447188 50.5527563236823,8.72407516670948 50.5521284641996,8.72306614193076 50.5519049063571,8.72231718421675 50.5523092044832,8.72257724443847 50.5529370634969)))","11217","1017","1917","2934","14151"
"MULTIPOLYGON (((8.62488340501462 50.5825616214967,8.62589202843059 50.5827859562854,8.62664148363055 50.5823826121101,8.6263823085015 50.5817549361806,8.62537369574191 50.5815306049149,8.62462424745514 50.5819339460556,8.62488340501462 50.5825616214967)))","350023","5923","29223","35146","385169"
"MULTIPOLYGON (((8.71775772744772 50.6054522964145,8.71876747991142 50.6056758750161,8.71951701596907 50.6052720086813,8.71925679270674 50.6046445667928,8.71824705095441 50.6044209917027,8.71749752175317 50.6048248549897,8.71775772744772 50.6054522964145)))","35652","1552","4552","6104","41756"
"MULTIPOLYGON (((8.64779615173326 50.604752594003,8.64880529295849 50.6049767356417,8.64955494592722 50.6045733882621,8.64929545076841 50.6039459022828,8.64828632021817 50.6037217641633,8.6475366741519 50.604125108504,8.64779615173326 50.604752594003)))","11849","149","249","398","12247"
"MULTIPOLYGON (((8.70242938366787 50.5883791899593,8.70343875792843 50.5886028989408,8.70418813826105 50.5881990177525,8.70392813747012 50.5875714306274,8.7029187739078 50.58734772516,8.70216940043832 50.5877516033036,8.70242938366787 50.5883791899593)))","634825","82625","318325","400950","1035775"
"MULTIPOLYGON (((8.64860361058219 50.5889744759431,8.64961253085114 50.5891986175208,8.65036201309414 50.5887951442257,8.65010256816949 50.5881675323909,8.64909365857115 50.5879433943333,8.64834418322698 50.5883468645904,8.64860361058219 50.5889744759431)))","23004","1004","4004","5008","28012"
"MULTIPOLYGON (((8.61817473398879 50.568527175913,8.61918309708536 50.5687515702389,8.61993241357228 50.568348169796,8.6196733600479 50.5677203780603,8.61866500759995 50.5674959872589,8.61791569802787 50.5678993846689,8.61817473398879 50.568527175913)))","2093","193","293","486","2579"
"MULTIPOLYGON (((8.68785095695938 50.6085128073244,8.6888604969684 50.6087366253091,8.68961011929083 50.6083330062982,8.68935019472761 50.6077055723469,8.68834066541545 50.6074817578769,8.68759104996975 50.6078853738436,8.68785095695938 50.6085128073244)))","20946","1046","5346","6392","27338"
"MULTIPOLYGON (((8.67602689635898 50.6087396687085,8.67703633804403 50.6089635817106,8.67778598382795 50.6085600530308,8.67752618104237 50.6079326143916,8.67651675004811 50.6077087049055,8.67576711114881 50.6081122305426,8.67602689635898 50.6087396687085)))","26357","657","2857","3514","29871"
"MULTIPOLYGON (((8.74493391512957 50.5869617007431,8.74594363326092 50.5871850682308,8.74669292217591 50.5867808578948,8.7464324861249 50.5861532831211,8.7454227787133 50.5859299191431,8.7446734966331 50.5863341264291,8.74493391512957 50.5869617007431)))","2485","185","285","470","2955"
"MULTIPOLYGON (((8.69111564074295 50.5699096298773,8.69212465123289 50.5701334374059,8.69287385374831 50.5697295007449,8.6926140389069 50.5691017595976,8.69160503910369 50.5688779555855,8.69085584345527 50.5692818892043,8.69111564074295 50.5699096298773)))","349550","24050","43550","67600","417150"
"MULTIPOLYGON (((8.66662892823402 50.6214684986604,8.6676384731407 50.6216924820049,8.66838827227341 50.6212891204957,8.66812851960621 50.6206617786843,8.6671189853894 50.620437798856,8.66636919315 50.6208411573229,8.66662892823402 50.6214684986604)))","1519","319","419","738","2257"
"MULTIPOLYGON (((8.65872519491367 50.6134472907049,8.65973455585503 50.6136713409123,8.66048428285045 50.6132679776804,8.66022464200765 50.6126405672818,8.65921529174961 50.6124165205918,8.65846557165116 50.6128198807831,8.65872519491367 50.6134472907049)))","4164","464","664","1128","5292"
"MULTIPOLYGON (((8.67240011692518 50.5423765062883,8.67340856958344 50.5426004754057,8.67415751045277 50.5421964700331,8.67389799178998 50.5415684985813,8.67288954980039 50.5413445329841,8.67214061580504 50.5417485353185,8.67240011692518 50.5423765062883)))","4813","113","213","326","5139"
"MULTIPOLYGON (((8.69833112653665 50.5829108718641,8.69934038665056 50.5831346160548,8.7000897156628 50.5827307240443,8.69982977769646 50.582103090887,8.69882052827698 50.5818793502112,8.69807120612955 50.5822832391778,8.69833112653665 50.5829108718641)))","586856","11256","26856","38112","624968"
"MULTIPOLYGON (((8.64811354941526 50.5900055380633,8.64912248035485 50.5902296831609,8.64987197452241 50.5898262213707,8.64961253085114 50.5891986175208,8.64860361058219 50.5889744759431,8.64785412331401 50.5893779346954,8.64811354941526 50.5900055380633)))","49348","2848","6248","9096","58444"
"MULTIPOLYGON (((8.69883682303377 50.5642103651738,8.69984581755666 50.5644341129205,8.70059494525836 50.5640300751471,8.70033507157646 50.5634022926698,8.69932608774252 50.5631785484391,8.69857696690164 50.5635825831697,8.69883682303377 50.5642103651738)))","126880","4380","14080","18460","145340"
"MULTIPOLYGON (((8.6981320675191 50.5868566758645,8.69914138290709 50.5870804200413,8.69989075458099 50.5866765594868,8.69963080400129 50.5860489577996,8.69862149930888 50.5858252171376,8.69787213450069 50.586229074648,8.6981320675191 50.5868566758645)))","1429540","165040","318340","483380","1912920"
"MULTIPOLYGON (((8.66313559180528 50.6041696578504,8.66414485659903 50.6043936764002,8.66489447619303 50.6039902096124,8.66463482410116 50.6033627273156,8.66362556999018 50.6031387122833,8.66287595728843 50.6035421760304,8.66313559180528 50.6041696578504)))","23270","1670","3870","5540","28810"
"MULTIPOLYGON (((8.72607443575644 50.5879174658866,8.72708400613527 50.5881409847918,8.72783333920168 50.5877369229659,8.72757309504199 50.5871093452827,8.72656353537347 50.5868858298891,8.7258142091545 50.5872898886673,8.72607443575644 50.5879174658866)))","307","0","607","607","914"
"MULTIPOLYGON (((8.6686369517824 50.5820235174566,8.66964594401124 50.5822475008134,8.6703953162897 50.5818438245745,8.67013568945519 50.5812161680189,8.66912670790517 50.5809921881802,8.66837734251096 50.5813958613791,8.6686369517824 50.5820235174566)))","1429598","285498","318398","603896","2033494"
"MULTIPOLYGON (((8.70769161117432 50.6055022068947,8.70870127800738 50.605725866486,8.70945083261855 50.6053220759414,8.70919071353366 50.604694628852,8.7081810574068 50.6044709727732,8.70743150965868 50.6048747602714,8.70769161117432 50.6055022068947)))","585007","20207","36807","57014","642021"
"MULTIPOLYGON (((8.69571888111402 50.556676640389,8.69672774019573 50.5569004162669,8.6974767927595 50.5564963446752,8.69721697938027 50.5558685002476,8.69620813098359 50.5556447278865,8.69545908528121 50.5560487964363,8.69571888111402 50.556676640389)))","98967","12267","51067","63334","162301"
"MULTIPOLYGON (((8.65748298835306 50.5949363149505,8.65849207112723 50.595160382723,8.65924160164327 50.5947568881561,8.65898204249111 50.5941293288562,8.65797297039397 50.5939052646025,8.65722344677207 50.5943087561299,8.65748298835306 50.5949363149505)))","109960","13160","17160","30320","140280"
"MULTIPOLYGON (((8.71463559138622 50.5979226580214,8.71564520824559 50.5981462648616,8.71639466911263 50.5977423647142,8.71613450626341 50.5971148607735,8.71512490011149 50.5968912574456,8.71437544610145 50.5972951545462,8.71463559138622 50.5979226580214)))","1031","231","831","1062","2093"
"MULTIPOLYGON (((8.61004201267241 50.58210963726,8.61105050162736 50.5823340914523,8.6117999779824 50.5819308551266,8.6115409584597 50.5813031676414,8.61053248015328 50.5810787169738,8.60978301072114 50.5814819502668,8.61004201267241 50.58210963726)))","12869","0","269","269","13138"
"MULTIPOLYGON (((8.65883906249993 50.6026460103867,8.65984826831842 50.6028700641069,8.66059787916459 50.6024666179463,8.6603382772976 50.6018391211056,8.65932908215919 50.6016150709035,8.65857947820778 50.602018514024,8.65883906249993 50.6026460103867)))","6370","0","170","170","6540"
"MULTIPOLYGON (((8.69488765096672 50.6077934314613,8.69589724101209 50.6080171931317,8.69664684307497 50.607613515928,8.69638684822064 50.6069860800989,8.69537726887556 50.6067623219423,8.69462767368466 50.6071659961011,8.69488765096672 50.6077934314613)))","28518","2518","7818","10336","38854"
"MULTIPOLYGON (((8.72664837907899 50.6114090037645,8.72765829389551 50.6116325083319,8.72840787792906 50.6112286206569,8.72814754029456 50.6106012314639,8.72713763619587 50.6103777304067,8.726388059014 50.6107816150324,8.72664837907899 50.6114090037645)))","55557","3457","12457","15914","71471"
"MULTIPOLYGON (((8.68910165838885 50.6270215193266,8.69011147679136 50.6272453195927,8.69086129562257 50.6268418318769,8.69060128917181 50.6262145469404,8.6895914814725 50.6259907501876,8.68884166952088 50.626394234858,8.68910165838885 50.6270215193266)))","13909","3109","7809","10918","24827"
"MULTIPOLYGON (((8.67549233901715 50.5675831344886,8.67650118174802 50.5678070685895,8.67725038709116 50.5674032313365,8.67699074282672 50.5667754630226,8.67598191077382 50.5665515324399,8.67523271230755 50.5669553666529,8.67549233901715 50.5675831344886)))","612128","19728","55428","75156","687284"
"MULTIPOLYGON (((8.69372658870689 50.5961389274943,8.69473600035762 50.5963627033033,8.69548547943819 50.5959589462583,8.6952255399977 50.5953314164484,8.69421613904305 50.595107644154,8.69346666683293 50.5955113981549,8.69372658870689 50.5961389274943)))","14211","111","611","722","14933"
"MULTIPOLYGON (((8.61621350779293 50.5726517356727,8.61722191348461 50.5728761440966,8.61797127762073 50.5724727896745,8.61771222914831 50.5718450298614,8.6167038341055 50.571620624962,8.61595447688633 50.5720239763513,8.61621350779293 50.5726517356727)))","1383","0","183","183","1566"
"MULTIPOLYGON (((8.64961242631252 50.5692468731277,8.65062107052151 50.5694710145843,8.6513703394662 50.5690673839241,8.65111095730779 50.5684396148444,8.65010232376388 50.5682154769088,8.64935306171345 50.5686191045321,8.64961242631252 50.5692468731277)))","773884","13984","24684","38668","812552"
"MULTIPOLYGON (((8.70063895466032 50.6238812270876,8.70164882672222 50.624104935819,8.70239859124026 50.6237013377828,8.70213847682516 50.623074034062,8.70112861547145 50.6228503288429,8.70037885782474 50.6232539238323,8.70063895466032 50.6238812270876)))","306769","69969","89469","159438","466207"
"MULTIPOLYGON (((8.66878986072762 50.6134018240179,8.66979930758477 50.6136257933071,8.67054901626208 50.6132223542933,8.67028927119206 50.6125949490323,8.66927983502345 50.6123709832596,8.66853013323643 50.6127744192313,8.66878986072762 50.6134018240179)))","22294","194","794","988","23282"
"MULTIPOLYGON (((8.62206087497701 50.5779434257471,8.6230694074195 50.578167785073,8.62381881804592 50.577764426989,8.62355968931584 50.5771367126131,8.62255116752684 50.5769123568108,8.62180176381456 50.5773157118608,8.62206087497701 50.5779434257471)))","4908","108","908","1016","5924"
"MULTIPOLYGON (((8.70357672178947 50.617695545173,8.70458652960319 50.6179192328305,8.7053362224498 50.6175155657692,8.70507610061467 50.6168882140973,8.70406630350876 50.6166645299522,8.7033166175303 50.6170681939667,8.70357672178947 50.617695545173)))","306778","31078","44578","75656","382434"
"MULTIPOLYGON (((8.69481397057065 50.5832710816553,8.69582320569465 50.5834948539906,8.6965725448382 50.5830909910676,8.69631264199067 50.5824633588528,8.69530341755944 50.5822395900328,8.69455408528308 50.5826434499124,8.69481397057065 50.5832710816553)))","535838","3838","21438","25276","561114"
"MULTIPOLYGON (((8.70065479958284 50.6062224444083,8.70166441643362 50.6064461603252,8.70241399134636 50.6060424279739,8.70215394254057 50.6054149827513,8.70114433639259 50.6051912703477,8.70039476834772 50.6055949996534,8.70065479958284 50.6062224444083)))","226709","1909","7709","9618","236327"
"MULTIPOLYGON (((8.61613031420072 50.5657915681576,8.61713862021872 50.5660159800001,8.61788791096468 50.565612574118,8.61762888877718 50.5649847594259,8.61662059340592 50.5647603511084,8.61587130957559 50.565163753958,8.61613031420072 50.5657915681576)))","319192","4692","53692","58384","377576"
"MULTIPOLYGON (((8.65330196780978 50.582608272087,8.65431083659453 50.5828323784845,8.65506024226745 50.5824288216219,8.65480077226124 50.5818011614,8.65379191414757 50.5815770585224,8.65304251536914 50.5819806123468,8.65330196780978 50.582608272087)))","5676","176","576","752","6428"
"MULTIPOLYGON (((8.68103526403888 50.5876249571635,8.68204444370199 50.5878488385409,8.6827938540479 50.5874451119276,8.68253407785368 50.5868175069789,8.68152490887756 50.5865936291181,8.68077550540879 50.5869973526894,8.68103526403888 50.5876249571635)))","1062337","94337","189337","283674","1346011"
"MULTIPOLYGON (((8.64644133550734 50.5970432156486,8.64745035369373 50.5972673713237,8.64819992631589 50.5968639755281,8.64794047384998 50.5962364270956,8.64693146633554 50.5960122749403,8.6461819006152 50.5964156676978,8.64644133550734 50.5970432156486)))","3303","0","803","803","4106"
"MULTIPOLYGON (((8.6633366390223 50.600225238339,8.6643458485523 50.6004492568871,8.66509542545986 50.6000457586245,8.66483578594626 50.5994182448543,8.6638265870979 50.5991942298239,8.66307701708166 50.599597725046,8.6633366390223 50.600225238339)))","1429583","3283","46883","50166","1479749"
"MULTIPOLYGON (((8.72842552104608 50.575897908212,8.72943493798736 50.5761214131361,8.73018413799752 50.5757172424338,8.72992391422292 50.5750895698547,8.72891450798947 50.5748660684427,8.72816531482289 50.5752702360978,8.72842552104608 50.575897908212)))","89478","24178","41678","65856","155334"
"MULTIPOLYGON (((8.69566761300196 50.609675706522,8.69667723695436 50.6098994611402,8.69742685782862 50.6094957923945,8.69716684787883 50.6088683720759,8.69615723462771 50.6086446209714,8.69540762062523 50.6090482866719,8.69566761300196 50.609675706522)))","38973","273","5673","5946","44919"
"MULTIPOLYGON (((8.73027024064507 50.6002444444396,8.73128002510241 50.6004679244817,8.73202948283697 50.6000639248554,8.73176914926717 50.5994364482361,8.73075937552609 50.5992129717044,8.73000992463862 50.5996169682817,8.73027024064507 50.6002444444396)))","723","0","323","323","1046"
"MULTIPOLYGON (((8.7148337675178 50.59397726352,8.71584332906782 50.5942008703919,8.7165927472614 50.5937969387914,8.716332597049 50.5931694033656,8.71532304620531 50.5929458000062,8.71457363486779 50.5933497285601,8.7148337675178 50.59397726352)))","19794","9094","24094","33188","52982"
"MULTIPOLYGON (((8.63773384879939 50.6047964879573,8.63874290401638 50.6050207104605,8.639492575196 50.6046174388472,8.63923318424959 50.6039899477682,8.63822413970239 50.6037657287852,8.63747447543192 50.604168997361,8.63773384879939 50.6047964879573)))","139108","11308","27508","38816","177924"
"MULTIPOLYGON (((8.69042677753304 50.5748876550571,8.69143585395666 50.5751114661002,8.69218511104589 50.5747075723932,8.69192528484315 50.5740798706857,8.69091621910747 50.5738560631589,8.69016696888667 50.5742599538235,8.69042677753304 50.5748876550571)))","273854","10154","30654","40808","314662"
"MULTIPOLYGON (((8.69588392029886 50.5880681878496,8.69689323388594 50.5882919496149,8.69764262255937 50.5878881151054,8.69738269077842 50.5872605218746,8.69637338788612 50.5870367636242,8.69562400608011 50.5874405950897,8.69588392029886 50.5880681878496)))","80857","7857","15057","22914","103771"
"MULTIPOLYGON (((8.70330117598352 50.5971212991439,8.70431068401909 50.5973449975193,8.70506015655669 50.5969411761991,8.70480011419453 50.596313659549,8.7037906168603 50.5960899646871,8.703041151187 50.5964937829619,8.70330117598352 50.5971212991439)))","18791","1691","2191","3882","22673"
"MULTIPOLYGON (((8.69586687360649 50.6057311929311,8.69687644225134 50.6059549475737,8.69762602043583 50.605551247364,8.6973660231047 50.6049237955567,8.69635646515999 50.6047000444278,8.69560689384643 50.6051037415926,8.69586687360649 50.6057311929311)))","339846","8146","19546","27692","367538"
"MULTIPOLYGON (((8.70331634217393 50.5794558341106,8.70432559518224 50.5796795396112,8.70507487826216 50.5792755840156,8.70481490147299 50.5786479259636,8.70380565916061 50.5784242239775,8.70305638294155 50.5788281765289,8.70331634217393 50.5794558341106)))","434294","55794","85094","140888","575182"
"MULTIPOLYGON (((8.62222847715661 50.5916610195574,8.62323720905511 50.5918853719985,8.62398676652266 50.5914821168419,8.62372758517508 50.590854512279,8.62271886393435 50.5906301633607,8.62196931338356 50.5910334154825,8.62222847715661 50.5916610195574)))","11010","0","410","410","11420"
"MULTIPOLYGON (((8.68493224669966 50.5970384043634,8.68594159581561 50.5972622505446,8.68669110020362 50.5968585662294,8.68643124859936 50.5962310387762,8.68542191017526 50.5960071961105,8.68467241266366 50.5964108773826,8.68493224669966 50.5970384043634)))","1385524","35124","90424","125548","1511072"
"MULTIPOLYGON (((8.63658272386379 50.593142723009,8.63759160082998 50.593366959507,8.6383411489719 50.5929636079866,8.63808181324019 50.592336023005,8.63707294693965 50.5921117900281,8.63632340570531 50.5925151385118,8.63658272386379 50.593142723009)))","768","0","168","168","936"
"MULTIPOLYGON (((8.66378897276009 50.5570018850404,8.66479756226913 50.5572259174945,8.66554667498028 50.556822087633,8.66528719130005 50.5561942283555,8.66427861245969 50.5559701994217,8.66352950663103 50.5563740262453,8.66378897276009 50.5570018850404)))","304753","83053","85753","168806","473559"
"MULTIPOLYGON (((8.67611605064059 50.6155968197939,8.67712559222046 50.6158207292545,8.67787531146155 50.6154172520154,8.67761548223693 50.6147898683587,8.67660595135004 50.6145659624136,8.67585623899489 50.6149694366096,8.67611605064059 50.6155968197939)))","10931","431","1231","1662","12593"
"MULTIPOLYGON (((8.64191937950064 50.5572736494507,8.6429277848078 50.5574978575404,8.6436769390146 50.5570941936602,8.64341768101735 50.5564663247255,8.64240928636766 50.5562421201583,8.64166013905785 50.5566457810033,8.64191937950064 50.5572736494507)))","114471","4171","16371","20542","135013"
"MULTIPOLYGON (((8.66609983470107 50.5803201994465,8.66710878052769 50.5805442038938,8.66785813903699 50.5801405337348,8.66759854483425 50.5795128621683,8.66658960968462 50.5792888612397,8.66584025806089 50.579692528359,8.66609983470107 50.5803201994465)))","1429517","183917","297217","481134","1910651"
"MULTIPOLYGON (((8.68466229906963 50.5764592587581,8.68567134867623 50.5766831155202,8.68642063286341 50.576279276939,8.68616086057158 50.5756515846375,8.68515182165039 50.5754277313922,8.68440254433577 50.5758315669317,8.68466229906963 50.5764592587581)))","464132","25932","86832","112764","576896"
"MULTIPOLYGON (((8.64549081364686 50.5814427990222,8.6464995983876 50.5816669686735,8.64724900534414 50.5812634615112,8.64698962066065 50.5806357877348,8.6459808465866 50.5804116216042,8.64523144652948 50.5808151257294,8.64549081364686 50.5814427990222)))","354699","32999","117099","150098","504797"
"MULTIPOLYGON (((8.6817042632924 50.6003116766391,8.68271363196934 50.6005355474408,8.68346317721662 50.6001319121808,8.68320334690786 50.5995044091621,8.6821939889221 50.5992805418762,8.68144445055403 50.5996841740933,8.6817042632924 50.6003116766391)))","803637","5737","12437","18174","821811"
"MULTIPOLYGON (((8.68884918562203 50.5887881926506,8.68985844920498 50.589012010707,8.69060785812994 50.5886082343758,8.69034799659982 50.5879806430313,8.68933874370821 50.5877568284905,8.6885893416555 50.5881606017787,8.68884918562203 50.5887881926506)))","74897","5297","5397","10694","85591"
"MULTIPOLYGON (((8.70466268205827 50.6048311788187,8.70567231319934 50.6050548630607,8.70642186602382 50.6046510901108,8.70616178084246 50.6040236359649,8.70515216040582 50.6037999552358,8.70440261444626 50.6042037251397,8.70466268205827 50.6048311788187)))","1429520","12020","87420","99440","1528960"
"MULTIPOLYGON (((8.68041415034366 50.6171197769781,8.68142375088723 50.6173436512367,8.68217347884192 50.6169401533612,8.6819135993698 50.6163127842709,8.6809040095219 50.6160889135272,8.6801542884506 50.6164924083589,8.68041415034366 50.6171197769781)))","150448","1448","2248","3696","154144"
"MULTIPOLYGON (((8.69911091792909 50.5847937389251,8.70012021192603 50.5850174760724,8.70086955973462 50.5846135925176,8.70060960668175 50.5839859748597,8.69960032338023 50.5837622412272,8.6988509824363 50.5841661217378,8.69911091792909 50.5847937389251)))","41312","5012","6812","11824","53136"
"MULTIPOLYGON (((8.6989707549837 50.6309171846763,8.69998071451536 50.6311409039063,8.70073055758805 50.6307373718543,8.70047043425542 50.6301101236194,8.69946048543327 50.6298864079015,8.69871064923441 50.6302899369065,8.6989707549837 50.6309171846763)))","368","0","168","168","536"
"MULTIPOLYGON (((8.68381326867762 50.5500432504668,8.68482192989158 50.5502671247552,8.68557093259637 50.5498630920301,8.68531126721937 50.5492351880566,8.68430261668231 50.5490113172866,8.68355362084547 50.5494153469717,8.68381326867762 50.5500432504668)))","585","185","785","970","1555"
"MULTIPOLYGON (((8.7071241463787 50.5820098465932,8.70813346893582 50.582233520415,8.70888277259417 50.5818295556851,8.70862274683675 50.5812019201785,8.70761343497834 50.5809782498708,8.70686413817879 50.5813822115557,8.7071241463787 50.5820098465932)))","955974","10674","115274","125948","1081922"
"MULTIPOLYGON (((8.63445163996716 50.5835492913047,8.63546036006775 50.5837735488159,8.63620980905109 50.5833701404061,8.63595053102683 50.582742477521,8.63494182158785 50.5825182235317,8.63419237951159 50.5829216289057,8.63445163996716 50.5835492913047)))","1429576","47976","68176","116152","1545728"
"MULTIPOLYGON (((8.69116977231714 50.612097501442,8.69217939265447 50.6123212912478,8.69292904754328 50.6119176746071,8.69266907521957 50.6112902712055,8.69165946558192 50.6110664849137,8.69090981756842 50.6114700985096,8.69116977231714 50.612097501442)))","257380","180","1380","1560","258940"
"MULTIPOLYGON (((8.67086168733228 50.5984760791908,8.67187093629869 50.598700037945,8.67262048110255 50.5982964699956,8.67236077005411 50.5976689463334,8.67135153177271 50.5974449910961,8.67060199385486 50.5978485560042,8.67086168733228 50.5984760791908)))","29030","1230","2430","3660","32690"
"MULTIPOLYGON (((8.62038655918963 50.5849814690693,8.62139517878023 50.5852058390083,8.62214466782226 50.5848025469273,8.62188553035717 50.5841748879415,8.62087692142136 50.5839505215258,8.62012743929598 50.5843538105727,8.62038655918963 50.5849814690693)))","365508","2708","7708","10416","375924"
"MULTIPOLYGON (((8.64819992631589 50.5968639755281,8.64920895705094 50.5970881171402,8.64995852464714 50.5966847068003,8.64969905460775 50.5960571578866,8.64869003454552 50.5958330197941,8.64794047384998 50.5962364270956,8.64819992631589 50.5968639755281)))","4661","361","461","822","5483"
"MULTIPOLYGON (((8.71598648097961 50.6232922062352,8.71699647623398 50.6235157916862,8.71774620696607 50.6231120741878,8.71748593558284 50.6224847742872,8.7164759510444 50.6222611923468,8.71572622717337 50.6226649067966,8.71598648097961 50.6232922062352)))","600","0","100","100","700"
"MULTIPOLYGON (((8.71269102247993 50.5843833646586,8.71370042706586 50.5846069927173,8.71444974621789 50.5842030043067,8.71418965392854 50.5835753908832,8.7131802600449 50.5833517663378,8.71243094774848 50.5837557517026,8.71269102247993 50.5843833646586)))","23101","3201","8401","11602","34703"
"MULTIPOLYGON (((8.72498286784201 50.6184470934537,8.7259928701653 50.6186706085014,8.72674253273716 50.6182667867854,8.7264821861317 50.6176394530713,8.72547219452755 50.6174159415336,8.72472253880983 50.6178197602001,8.72498286784201 50.6184470934537)))","14105","505","1905","2410","16515"
"MULTIPOLYGON (((8.69499593855946 50.596990225126,8.69600537340878 50.5972139903738,8.69675485935912 50.5968102302844,8.69649490359049 50.5961827079916,8.69548547943819 50.5959589462583,8.69473600035762 50.5963627033033,8.69499593855946 50.596990225126)))","8741","0","741","741","9482"
"MULTIPOLYGON (((8.62954909889561 50.5938588970869,8.63055792561581 50.5940831898165,8.63130749381149 50.5936798964683,8.63104822837474 50.5930523134265,8.63003941231677 50.5928280242188,8.62928985103343 50.5932313145311,8.62954909889561 50.5938588970869)))","270168","16068","45968","62036","332204"
"MULTIPOLYGON (((8.66674159120108 50.6106681869769,8.66775098092774 50.6108921738628,8.66850066388843 50.6104887294268,8.66824095023139 50.6098613011466,8.66723157119133 50.6096373177775,8.66648189512181 50.6100407591719,8.66674159120108 50.6106681869769)))","53060","460","2160","2620","55680"
